Id,SessionId,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Thermometer,Barometer,Trigger
1,4731,0,-773.093827668518,-19.5831694674142,-1.640375,0.511175,-0.0381475,0,0,0,0,0,1
2,4731,0,-771.266514984938,-22.8779547984233,-1.5945,0.61035,-0.08392375,0,0,0,0,0,1
3,4731,0,-774.012169427446,-21.4142304847042,-1.716625,0.381475,-0.1983625,0,0,0,0,0,1
4,4731,0,-774.743094500878,-22.6952235300653,-1.31225,0.305175,-0.2059875,0,0,0,0,0,1
5,4731,0,-765.587789414428,-25.9890717776469,-1.7395,0.5798375,-0.007629375,0,0,0,0,0,1
6,4731,0,-771.266514984938,-25.8063405092889,-1.602125,0.2899125,0.061035,0,0,0,0,0,1
7,4731,0,-765.587789414428,-22.5115551782798,-1.40375,0.5493125,0.08392375,0,0,0,0,0,1
8,4731,0,-767.049639561292,-20.6814312444172,-1.51825,0.4959125,-0.22125,0,0,0,0,0,1
9,4731,0,-768.333443856935,-19.7668378191997,-1.503,0.6637625,-0.2594,0,0,0,0,0,1
10,4731,0,-767.049639561292,-24.3426161955698,-1.480125,0.770575,-0.05340625,0,0,0,0,0,1
11,4731,0,-771.631977521654,-20.8650995962027,-1.34275,0.5874625,-0.02288875,0,0,0,0,0,1
12,4731,0,-769.795294003799,-24.3426161955698,-1.731875,0.267025,0.01525875,0,0,0,0,0,1
13,4731,0,-770.17012737479,-23.7934853070683,-1.380875,0.6485,-0.137325,0,0,0,0,0,1
14,4731,0,-768.698906393651,-23.2443544185668,-1.777625,0.5035375,0.0915525,0,0,0,0,0,1
15,4731,0,-773.459290205234,-19.9495690875577,-1.5945,0.6485,-0.10681125,0,0,0,0,0,1
16,4731,0,-768.155398005715,-23.9762165754263,-1.34275,0.6332375,0.0305175,0,0,0,0,0,0
17,4731,0,-771.079098299443,-23.0606860667813,-1.396125,0.5722,-0.11444125,0,0,0,0,0,0
18,4731,0,-770.348173226011,-23.9762165754263,-1.762375,0.5188,-0.0381475,0,0,0,0,0,0
19,4731,0,-770.535589911506,-25.0744783524293,-1.66325,0.1983625,-0.04577625,0,0,0,0,0,0
20,4731,0,-768.155398005715,-21.4142304847042,-1.72425,0.48065,-0.05340625,0,0,0,0,0,0
21,4731,0,-767.789935468999,-22.3288239099218,-1.449625,0.5950875,-0.213625,0,0,0,0,0,0
22,4731,0,-770.348173226011,-21.4142304847042,-1.556375,0.5950875,-0.12207,0,0,0,0,0,0
23,4731,0,-765.775206099923,-23.2443544185668,-1.365625,0.55695,-0.2899125,0,0,0,0,0,0
24,4731,0,-765.222326877712,-20.1323003559157,-1.419125,0.2822875,-0.0991825,0,0,0,0,0,0
